Run,Event,E1,px1,py1,pz1,pt1,eta1,phi1,Q1,E2,px2,py2,pz2,pt2,eta2,phi2,Q2,mass
148031,217907158,22.9645,-4.44746,2.72334,-22.3645,5.21502,-2.16241,2.59215,-1,55.8746,-5.94821,-12.0625,-54.2318,13.4494,-2.10252,-2.02892,1,12.38227163591161
148031,217717783,9.62944,-0.668337,2.13283,-9.36645,2.23509,-2.13994,1.87446,1,98.536,-13.9167,-10.478,-96.9839,17.4202,-2.41803,-2.49623,-1,10.34409486861126
148031,218641186,5.12415,3.38695,2.47211,-2.94518,4.19318,-0.65461,0.630507,-1,91.2328,-14.9427,-15.5036,-88.6554,21.5324,-2.12278,-2.33777,1,24.303095837433993
148031,218729994,16.3362,-7.00034,-10.7125,10.1541,12.797,0.727567,-2.14961,1,12.1148,2.48817,-1.43657,11.7692,2.87311,2.11782,-0.523605,-1,12.683404043717921
148031,218909202,15.0331,2.67981,-1.41251,-14.7247,3.02928,-2.28476,-0.485086,-1,44.8039,-2.95499,8.64435,43.8627,9.13547,2.27272,1.90018,1,51.75971687694978
148031,218600132,3.61802,-2.65186,0.164283,-2.45575,2.65694,-0.826805,3.07972,-1,18.6296,-16.8404,5.79789,-5.4633,17.8105,-0.302128,2.81002,1,4.092619695546017
148031,218836989,123.291,3.69432,-23.6227,120.95,23.9098,2.32386,-1.41566,1,66.5768,14.3367,3.1111,64.9404,14.6703,2.19331,0.21369,-1,27.36233264689972
148031,218731791,3.77392,-2.47332,1.8768,-2.14541,3.10478,-0.645278,2.49247,1,79.8111,-2.46287,13.5319,-78.617,13.7542,-2.44396,1.75083,-1,14.216001265693524
148031,219143592,69.0932,26.9506,-23.2433,-59.2223,35.5891,-1.28245,-0.711674,1,173.008,-24.9338,40.2945,-166.393,47.385,-1.96888,2.12492,-1,86.1157160085777
148031,219786353,3.76575,2.8364,2.35311,-0.773705,3.68541,-0.208425,0.692538,-1,38.3425,-7.76206,-16.9427,-33.5089,18.6361,-1.3495,-2.0004,1,18.991825864639107
148031,219453691,36.436,-35.4252,-5.44134,6.55944,35.8407,0.18201,-2.98918,-1,90.2205,34.1163,2.90519,-83.4708,34.2398,-1.62389,0.0849503,1,100.59009105855257
148031,219237885,11.1634,-1.17742,-3.27156,10.6081,3.47699,1.83443,-1.91626,1,23.047,6.85863,11.1392,18.9747,13.0814,1.16699,1.0189,-1,14.178628498070612
148031,219450349,14.4732,7.94184,11.5132,3.72099,13.9867,0.262996,0.966947,-1,7.35679,-4.65505,-0.391214,5.68329,4.67146,1.02656,-3.05775,1,15.925024960526878
148031,219768021,52.6985,12.7014,-14.7971,48.9577,19.5007,1.65114,-0.861461,-1,36.1745,-5.84624,5.85327,-35.2158,8.27281,-2.15519,2.35559,1,87.07803970976552
148031,219585182,19.2831,4.76503,-16.8182,-8.14149,17.4802,-0.450375,-1.29471,-1,6.33503,-5.24587,-2.62419,2.39314,5.86562,0.397448,-2.67775,1,15.652709700134988
148031,220508896,2.25603,-2.15177,-0.654774,-0.175514,2.24919,-0.0779553,-2.8462,-1,73.1016,6.12996,-12.1328,-71.8266,13.5935,-2.36665,-1.10297,1,17.75161779293165
148031,220465889,16.4198,-7.11899,14.7963,-0.0402538,16.4198,-0.00245154,2.01924,-1,19.9277,9.03656,-10.2635,-14.4954,13.6747,-0.923179,-0.848882,1,32.94893282508016
148031,220533521,2.41764,2.40278,0.0844518,0.253907,2.40427,0.105411,0.0351331,1,61.367,-1.55503,12.7985,59.9974,12.8926,2.24215,1.6917,-1,16.479416785120982
148031,220191052,14.2837,6.45996,-12.6832,-1.19577,14.2336,-0.0839122,-1.09971,-1,35.1269,-6.29026,8.97788,-33.3726,10.9622,-1.83237,2.18195,1,35.10950004643615
148031,219936758,49.4896,2.66279,22.9528,-43.7642,23.1067,-1.3952,1.4553,1,18.3539,-0.277847,-6.74125,-17.0688,6.74697,-1.65826,-1.61199,-1,25.17110042755883
148031,220595782,59.1615,-3.80066,15.7761,-56.8925,16.2274,-1.96735,1.8072,1,9.86151,-0.919403,3.53009,-9.16202,3.64785,-1.65154,1.82558,-1,2.44301657579957
