Time,Altitude,Velocity
180.1,94401.8832841815,1673.43073977694
180.2,94499.5076682473,1673.64873776073
180.3,94593.8002457611,1673.87120207791
180.4,94689.7279577608,1674.110006754
180.5,94792.7771389698,1674.35818846643
180.6,94900.2665358175,1674.60805889206
180.7,95009.058951064,1674.86043714289
180.8,95118.7658238496,1675.10936389418
180.9,95228.1999600774,1675.35706041486
181,95338.0808889783,1675.61044472813
181.1,95444.0613014217,1675.84216033019
181.2,95545.9094451679,1676.07575184808
181.3,95649.0707429714,1676.33139838513
181.4,95750.4448065585,1676.57568177604
181.5,95850.16089569,1676.8154120377
181.6,95950.3801260287,1677.06545161317
181.7,96049.9687230685,1677.30425116924
181.8,96152.4181941324,1677.55074504996
181.9,96259.8552855739,1677.79793167185
182,96365.9412782441,1678.03370396741
182.1,96470.5045514215,1678.27381572272
182.2,96573.8830388707,1678.51029536588
182.3,96673.4209460448,1678.73775598018
182.4,96770.7631835884,1678.95858606553
182.5,96868.2089344835,1679.1795639962
182.6,96963.6999117154,1679.40558160907
182.7,97060.2784646429,1679.62943817175
182.8,97160.1245874335,1679.8593256578
182.9,97260.2222626182,1680.09793886478
183,97360.9274790291,1680.33536709521
183.1,97465.2371885975,1680.5889384776
183.2,97571.0598829639,1680.85549810184
183.3,97675.7382172927,1681.1065586276
183.4,97781.7698190172,1681.36965418391
183.5,97886.9422770445,1681.62714982789
183.6,97992.9743702887,1681.87887069102
183.7,98102.8347131249,1682.1426385209
183.8,98213.8139125235,1682.40923334043
183.9,98320.8008738375,1682.66442953168
184,98429.1842642046,1682.93322308234
184.1,98536.4334570501,1683.19820401818
184.2,98640.8917426213,1683.45492664739
184.3,98745.9623011664,1683.72116124445
184.4,98849.9447839761,1683.98610560848
184.5,98953.3636857892,1684.25147788353
184.6,99060.767376455,1684.52258627717
184.7,99165.1489248811,1684.78375999286
184.8,99266.7986483583,1685.03637429856
184.9,99371.506513313,1685.30243341991
185,99476.0734260033,1685.56684622524
185.1,99583.5070209873,1685.82891870916
185.2,99684.0862046798,1686.08241064714
185.3,99769.1688478283,1686.32929304769
185.4,99841.6915947206,1686.57941311259
185.5,99904.5398095115,1686.83117068116
185.6,99960.2526689067,1687.08244828441
185.7,100017.065274449,1687.33402273112
185.8,100076.703413296,1687.58678752171
185.9,100149.841965506,1687.83554491194
186,100245.069696695,1688.07955345612
186.1,100364.498372866,1688.34291878251
186.2,100503.775830952,1688.60864896292
186.3,100654.242707091,1688.85983276216
186.4,100808.045820863,1689.12237752018
186.5,100959.002751558,1689.3889142076
186.6,101102.602129275,1689.65525442779
186.7,101236.003634919,1689.93272650605
186.8,101358.038000201,1690.2010904384
186.9,101469.20700764,1690.45571414532
187,101571.481460837,1690.72493224599
187.1,101667.203487608,1690.99062063484
187.2,101758.714589486,1691.23851780126
187.3,101848.225561637,1691.50424140705
187.4,101937.55362844,1691.78673596272
187.5,102028.090678853,1692.0535372953
187.6,102120.803266422,1692.33089109279
187.7,102216.232609272,1692.62145985655
187.8,102314.494590115,1692.89076881579
187.9,102415.280673622,1693.17520772566
188,102517.987695415,1693.46552977799
188.1,102621.980726489,1693.73050551619
188.2,102726.626240222,1694.00842279518
188.3,102831.345231959,1694.29925477145
188.4,102935.681425126,1694.56395476834
188.5,103039.305750155,1694.84207028526
188.6,103142.016344482,1695.13226591625
188.7,103243.738552547,1695.39991815708
188.8,103344.524925799,1695.67326261267
188.9,103444.553820304,1695.94714807572
189,103544.076277169,1696.20845349666
189.1,103643.347816426,1696.48068417586
189.2,103742.623227121,1696.74178037035
189.3,103842.129362708,1696.98992455957
189.4,103942.030487091,1697.24777622957
189.5,104042.426026362,1697.51335065408
189.6,104143.3505688,1697.77681232666
189.7,104244.773864873,1698.05636101694
189.8,104346.600827237,1698.33577330884
189.9,104448.672261717,1698.62530349188
190,104550.792071924,1698.92091008034
190.1,104652.761913202,1699.22890932473
190.2,104754.384924378,1699.52337603416
190.3,104855.490070575,1699.81994358147
190.4,104955.952044157,1700.1110522962
190.5,105055.691848515,1700.40186292853
190.6,105154.676798062,1700.69405218277
190.7,105252.92051824,1700.98078804561
190.8,105350.482945514,1701.25476275808
190.9,105447.468843895,1701.54313273964
191,105544.003462122,1701.82427368132
191.1,105640.212632716,1702.08596837496
191.2,105736.222164573,1702.35130221289
191.3,105832.154893897,1702.61607852362
191.4,105928.124907603,1702.8794447249
191.5,106024.236872715,1703.14921186164
191.6,106120.586036373,1703.42496855462
191.7,106217.258225829,1703.69252062369
191.8,106314.329848446,1703.97610283282
191.9,106411.86791533,1704.26961443086
192,106509.932990389,1704.55736483232
192.1,106608.584966934,1704.86180423942
192.2,106707.883735136,1705.16054222845
192.3,106807.882291449,1705.4686625456
192.4,106908.605235755,1705.78705199669
192.5,107010.044588632,1706.10456702752
192.6,107112.159791346,1706.42154617834
192.7,107214.877705859,1706.7414620197
192.8,107318.092614823,1707.047673443
192.9,107421.666224722,1707.35026745105
193,107525.434556452,1707.65057959423
193.1,107629.22944817,1707.9573229734
193.2,107732.883165108,1708.2556983237
193.3,107836.243232268,1708.56010804208
193.4,107939.190737031,1708.86485942674
193.5,108041.641459838,1709.16734241628
193.6,108143.545874191,1709.47881144475
193.7,108244.889146654,1709.7870787989
193.8,108345.691136853,1710.08791876426
193.9,108446.0059704,1710.40524849807
194,108545.907206196,1710.70807749558
194.1,108645.469533828,1711.01153765254
194.2,108744.767464229,1711.33106081806
194.3,108843.869229199,1711.64861605961
194.4,108942.829313366,1711.96371302559
194.5,109041.687998515,1712.29544246404
194.6,109140.471363586,1712.62943053294
194.7,109239.191284671,1712.95820845067
194.8,109337.845435019,1713.29411977453
194.9,109436.417463686,1713.63639768699
195,109534.883096017,1713.97515652994
195.1,109633.217601679,1714.325478207
195.2,109731.396272958,1714.67030703186
195.3,109829.396931589,1715.01133024802
195.4,109927.204678586,1715.35610980573
195.5,110024.81242374,1715.71194717199
195.6,110122.220885615,1716.04193216189
195.7,110219.438591552,1716.37729393471
195.8,110316.481877665,1716.71407637159
195.9,110413.374866233,1717.04537749149
196,110510.146958853,1717.38246399807
196.1,110606.828086622,1717.73948126678
196.2,110703.448180638,1718.08038463042
196.3,110800.036498044,1718.44567503907
196.4,110896.618282279,1718.81160191695
196.5,110993.213730463,1719.16782951813
196.6,111089.837993085,1719.54048874394
196.7,111186.501174014,1719.89228385645
196.8,111283.208330489,1720.22291203023
196.9,111379.959473126,1720.55854163223
197,111476.750239868,1720.89458747025
197.1,111573.575235734,1721.23996146763
197.2,111670.429065443,1721.57626962026
197.3,111767.306318621,1721.91792859737
197.4,111864.201342767,1722.26163667546
197.5,111961.108067829,1722.62639459535
197.6,112058.02000166,1722.9919082808
197.7,112154.930230012,1723.34906535666
